ER comparison
S1c	NESTmean	NESTmeanErr	NESTwidth	NESTwidthErr
1	3.09165	0.00180017	0.141383	0.00138192	2.59026	0.00203458	0.218325	0.0013031
2	2.89747	0.000848601	0.134146	0.000571352	2.42601	0.000918312	0.2013	0.000483378
3	2.7618	0.000758671	0.12025	0.000533759	2.30933	0.000859677	0.19054	0.000439301
4	2.67156	0.000729973	0.112535	0.000554065	2.2452	0.00105071	0.18814	0.000679744
5	2.60145	0.000718353	0.1071	0.000575698	2.20838	0.00102059	0.172992	0.000681174
6	2.54667	0.000723831	0.105414	0.000564019	2.17831	0.00102635	0.160112	0.000668116
7	2.50031	0.000731086	0.104722	0.000559731	2.15199	0.00103366	0.151469	0.000641115
8	2.46167	0.000734277	0.104462	0.000567094	2.12696	0.00104352	0.147802	0.000717329
9	2.43005	0.000747134	0.105521	0.000538675	2.10551	0.00109088	0.142396	0.00069744
10	2.40001	0.000739042	0.105004	0.000514115	2.08476	0.00110438	0.136453	0.000709331
11	2.37397	0.000746848	0.106083	0.000511705	2.0682	0.00115806	0.131485	0.000713767
12	2.35075	0.000748341	0.106423	0.00050591	2.04925	0.00118654	0.129923	0.000791141
13	2.33103	0.000754557	0.107052	0.000494726	2.03368	0.00126134	0.126328	0.000772289
14	2.31307	0.000756228	0.107906	0.000502492	2.01669	0.00130178	0.121134	0.000765394
15	2.29436	0.000764767	0.107897	0.000529539	2.00086	0.0013814	0.118496	0.000837995
16	2.28123	0.000760349	0.107088	0.000529052	1.98749	0.0014818	0.111722	0.00080284
17	2.26763	0.000773329	0.108119	0.000537194	1.97796	0.0014456	0.114337	0.000909185
18	2.25527	0.000780237	0.106906	0.000538041	1.96125	0.00160428	0.111861	0.000983168
19	2.24337	0.000772518	0.105729	0.000542575	1.95466	0.00162588	0.108863	0.00095288
20	2.23283	0.000785805	0.106448	0.000542373	1.94038	0.00164828	0.110241	0.00105327
21	2.22494	0.000779597	0.10425	0.000558891	1.93281	0.00168241	0.108047	0.00112038
22	2.21346	0.000791886	0.104918	0.000550626	1.92572	0.00178251	0.101068	0.00105772
23	2.2067	0.00080188	0.104778	0.000579325	1.92002	0.00176722	0.103584	0.00131801
24	2.19707	0.000810956	0.103641	0.000564349	1.91111	0.00174815	0.100649	0.00122156
25	2.19105	0.000824206	0.104344	0.000571012	1.90729	0.00175058	0.096074	0.00115555
26	2.18149	0.000831271	0.10418	0.00061307	1.89445	0.00183791	0.0990635	0.00127993
27	2.1737	0.000827454	0.103276	0.000548609	1.89139	0.00184718	0.0972343	0.00125398
28	2.1666	0.000832135	0.102278	0.000573677	1.88924	0.00196084	0.093967	0.00120198
29	2.1595	0.000847277	0.103245	0.000611269	1.88314	0.00189344	0.0940549	0.00142819
30	2.15289	0.000853313	0.102594	0.000604159	1.87321	0.00198289	0.0928452	0.00127613
31	2.14619	0.00087335	0.103526	0.00063166	1.8684	0.00205588	0.0968585	0.00148168
32	2.14236	0.000879809	0.102374	0.000625863	1.86849	0.002066	0.0973203	0.00152794
33	2.13611	0.000891304	0.102278	0.000652307	1.86375	0.00213858	0.0941286	0.00145996
34	2.12889	0.000896098	0.101643	0.000607885	1.85881	0.00207903	0.0883607	0.00129022
35	2.12454	0.000910751	0.101557	0.000672434	1.85963	0.00206557	0.0885716	0.00139502
36	2.11901	0.000932474	0.102053	0.000663359	1.86265	0.00215262	0.0884757	0.00156528
37	2.11417	0.000938574	0.101302	0.00067708	1.84987	0.00215365	0.0904121	0.00164681
38	2.10981	0.000963722	0.102218	0.000685262	1.84992	0.00205581	0.0857796	0.00147692
39	2.10294	0.000977095	0.102264	0.000679395	1.84445	0.00212853	0.0882181	0.00142462
40	2.09799	0.0010134	0.103538	0.000717504	1.84582	0.00196079	0.082127	0.00130154
41	2.09283	0.00102938	0.103027	0.000762969	1.83928	0.00187504	0.0820435	0.00128791
42	2.08779	0.00103812	0.101815	0.000735709	1.83801	0.00180784	0.0799507	0.00131464
43	2.08737	0.00106292	0.102349	0.000771209	1.83373	0.00183367	0.0771497	0.00124206
44	2.08113	0.00110175	0.102806	0.000781992	1.83202	0.00173264	0.0793634	0.00135229
45	2.07707	0.00111233	0.103581	0.000792421	1.82579	0.00164736	0.0775661	0.00119972
46	2.07181	0.00113671	0.102321	0.00083895	1.82533	0.00167466	0.0770572	0.00125879
47	2.06926	0.00116959	0.10359	0.000849367	1.8204	0.00164307	0.074355	0.0010623
48	2.0624	0.00118883	0.101735	0.000853748	1.8163	0.0015995	0.0734725	0.00106063
49	2.06076	0.00119943	0.100977	0.000880136	1.81018	0.00160023	0.0740593	0.00102879
50	2.05662	0.00123023	0.101339	0.000862579	1.80972	0.00146902	0.0729176	0.00098108
51	2.00905	0.000348167	0.105394	0.000247026	1.72218	0.000180123	0.0799805	0.000121727
